location_clean,price_myr,size_sqft,rooms_num,bathrooms_num,carparks_num,property_base,property_subtype,furnishing_clean
City Centre,1300000.0,1453.0,2,3,1,Condominium,Intermediate,Fully Furnished
Dutamas,510000.0,1100.0,3,2,2,Condominium,Standard,Partly Furnished
Ampang Hilir,984000.0,820.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,759500.0,775.0,2,1,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,1200000.0,1378.0,4,4,2,Serviced Residence,Standard,Fully Furnished
Sentul,590000.0,1102.0,3,2,1,Condominium,Standard,Partly Furnished
Wangsa Maju,810000.0,1279.0,3,2,2,Condominium,Standard,Partly Furnished
Sentul,630000.0,1000.0,3,2,1,Condominium,Standard,Fully Furnished
Jalan Ipoh,490000.0,698.0,2,1,1,Condominium,Standard,Fully Furnished
KL Sentral,1400000.0,1087.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Sentul,2500.0,1250.0,4,3,0,Condominium,Standard,Fully Furnished
Sentul,610000.0,1085.0,3,2,1,Condominium,Intermediate,Partly Furnished
Desa ParkCity,800000.0,904.0,2,1,2,Condominium,Standard,Fully Furnished
Sentul,610000.0,1115.0,3,2,1,Condominium,Standard,Partly Furnished
Wangsa Maju,1150000.0,1700.0,4,3,2,Condominium,Standard,Fully Furnished
Wangsa Maju,920000.0,1380.0,3,2,2,Condominium,Standard,Partly Furnished
Sri Petaling,500000.0,980.0,3,2,1,Serviced Residence,Standard,Partly Furnished
KL Sentral,1100000.0,1135.0,2,2,1,Condominium,Standard,Fully Furnished
Keramat,549000.0,1408.0,3,2,1,Condominium,Intermediate,Partly Furnished
Keramat,650000.0,943.0,2,2,2,Condominium,Corner,Unfurnished
Taman Desa,560000.0,1050.0,2,2,1,Condominium,Standard,Fully Furnished
Seputeh,570000.0,1400.0,3,2,1,Condominium,Standard,Partly Furnished
Sri Hartamas,450000.0,500.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Bangsar,1150000.0,1023.0,2,2,1,Condominium,Standard,Partly Furnished
Bangsar South,1250000.0,1100.0,3,2,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,1400000.0,2000.0,4,4,0,Condominium,Corner,Fully Furnished
Sri Hartamas,550000.0,560.0,1,1,1,Serviced Residence,Standard,Fully Furnished
KLCC,798000.0,980.0,1,1,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,680000.0,1426.0,3,2,1,Condominium,Intermediate,Partly Furnished
Brickfields,525000.0,468.0,0,1,0,Serviced Residence,Standard,Fully Furnished
Mont Kiara,900000.0,1828.0,4,4,2,Condominium,Standard,Fully Furnished
Setapak,610000.0,1325.0,4,2,1,Serviced Residence,Standard,Unfurnished
Setapak,480000.0,1040.0,3,2,2,Serviced Residence,Standard,Unfurnished
KL Sentral,2500000.0,1625.0,3,3,1,Serviced Residence,Corner,Partly Furnished
KL Sentral,1930000.0,1625.0,3,3,1,Serviced Residence,Corner,Partly Furnished
KL Sentral,2350000.0,1787.0,4,4,3,Serviced Residence,Intermediate,Fully Furnished
KL Sentral,1890000.0,1490.0,3,3,1,Serviced Residence,Intermediate,Fully Furnished
KL Sentral,1550000.0,1464.0,1,2,1,Serviced Residence,Corner,Fully Furnished
KL Sentral,1800000.0,1464.0,2,3,1,Serviced Residence,Corner,Partly Furnished
Bukit Bintang,1360000.0,1555.0,3,2,0,Serviced Residence,Standard,Fully Furnished
KL Sentral,1950000.0,1485.0,3,3,1,Serviced Residence,Intermediate,Partly Furnished
Sentul,785000.0,1186.0,3,2,1,Condominium,Standard,Unfurnished
Cheras,699000.0,1389.0,3,2,0,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),568000.0,680.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),600000.0,716.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),650000.0,907.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),638000.0,871.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Setapak,440000.0,1328.0,4,2,2,Condominium,Intermediate,Partly Furnished
Mont Kiara,1500000.0,1603.0,5,4,2,Condominium,Standard,Partly Furnished
Mont Kiara,1784000.0,2065.0,5,4,2,Condominium,Standard,Partly Furnished
Sungai Besi,530000.0,1202.0,3,2,1,Condominium,Intermediate,Unfurnished
Mont Kiara,840000.0,861.0,2,2,0,Serviced Residence,Intermediate,Fully Furnished
Dutamas,530000.0,1100.0,3,2,2,Condominium,Corner,Fully Furnished
Sentul,999000.0,1554.0,4,4,2,Condominium,Standard,Unfurnished
Sri Petaling,400000.0,1200.0,3,2,1,Condominium,Standard,Fully Furnished
Cheras,358000.0,1087.0,3,2,1,Condominium,Intermediate,Partly Furnished
Mont Kiara,1150000.0,1787.0,5,3,0,Condominium,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),675000.0,909.0,2,1,2,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,680000.0,1048.0,2,2,0,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),630000.0,1327.0,4,4,2,Condominium,Intermediate,Unfurnished
Taman Desa,590000.0,700.0,1,1,1,Condominium,Intermediate,Fully Furnished
Taman Desa,588999.0,1200.0,3,2,1,Condominium,Intermediate,Fully Furnished
Taman Desa,680000.0,1170.0,3,2,1,Condominium,Intermediate,Fully Furnished
Cheras,318000.0,820.0,3,2,1,Condominium,Intermediate,Partly Furnished
Desa Petaling,380000.0,1012.0,3,2,2,Condominium,Standard,Partly Furnished
Taman Desa,1100000.0,2000.0,4,2,2,Condominium,Intermediate,Partly Furnished
Sungai Besi,570000.0,1169.0,3,2,2,Condominium,Intermediate,Partly Furnished
Kuchai Lama,410000.0,970.0,3,2,1,Condominium,Intermediate,Partly Furnished
Cheras,388000.0,820.0,3,2,3,Condominium,Intermediate,Partly Furnished
Cheras,430000.0,960.0,3,2,1,Condominium,Intermediate,Partly Furnished
Sungai Besi,468000.0,855.0,2,2,1,Condominium,Intermediate,Partly Furnished
Seputeh,530000.0,1110.0,3,2,1,Condominium,Corner,Partly Furnished
Seputeh,438000.0,867.0,2,1,1,Condominium,Intermediate,Partly Furnished
Ampang Hilir,500000.0,502.0,0,1,1,Serviced Residence,Intermediate,Partly Furnished
Jalan Ipoh,526666.0,698.0,2,1,0,Condominium,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),426666.0,775.0,1,2,0,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,770000.0,1268.0,3,2,0,Condominium,Intermediate,Fully Furnished
Mont Kiara,1160000.0,1973.0,5,3,0,Condominium,Standard,Partly Furnished
Taman Tun Dr Ismail,920000.0,1356.0,3,2,1,Condominium,Corner,Partly Furnished
City Centre,1180000.0,1806.0,4,4,2,Condominium,Corner,Fully Furnished
KLCC,1590000.0,1070.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
Dutamas,600000.0,1600.0,3,2,2,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),610000.0,1362.0,4,4,1,Condominium,Standard,Fully Furnished
Sri Hartamas,412000.0,595.0,0,1,0,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,820000.0,1268.0,3,2,1,Condominium,Intermediate,Fully Furnished
Sentul,680000.0,1363.0,3,2,2,Condominium,Intermediate,Fully Furnished
Sentul,970000.0,1535.0,4,3,2,Condominium,Corner,Partly Furnished
Sentul,980000.0,1569.0,4,3,2,Condominium,Corner,Fully Furnished
Sentul,950000.0,1569.0,4,3,2,Condominium,Corner,Fully Furnished
Desa Pandan,799000.0,1076.0,2,2,2,Serviced Residence,Standard,Fully Furnished
Setapak,438000.0,1272.0,4,2,2,Condominium,Intermediate,Partly Furnished
KLCC,2030400.0,894.0,2,2,0,Serviced Residence,Corner,Partly Furnished
KL Sentral,2100000.0,1787.0,4,4,2,Serviced Residence,Standard,Unfurnished
Dutamas,1400000.0,1799.0,4,3,0,Condominium,Standard,Fully Furnished
KL City,1450000.0,657.0,2,1,0,Condominium,Standard,Fully Furnished
KLCC,760000.0,713.0,2,1,0,Serviced Residence,Intermediate,Fully Furnished
Sri Hartamas,1500000.0,1270.0,2,2,1,Serviced Residence,Corner,Fully Furnished
Sri Hartamas,492000.0,560.0,0,1,1,Serviced Residence,Intermediate,Fully Furnished
Sri Hartamas,652000.0,667.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),650000.0,1400.0,4,3,3,Condominium,Corner,Partly Furnished
Dutamas,710000.0,672.0,1,1,2,Serviced Residence,Standard,Fully Furnished
Segambut,650000.0,1019.0,3,2,2,Condominium,Standard,Partly Furnished
Bukit Tunku (Kenny Hills),1500000.0,1950.0,4,3,2,Condominium,Corner,Partly Furnished
City Centre,640000.0,1300.0,4,3,1,Condominium,Intermediate,Partly Furnished
City Centre,650000.0,1300.0,4,3,1,Condominium,Intermediate,Partly Furnished
Bukit Jalil,868000.0,1300.0,4,2,2,Condominium,Corner,Unfurnished
Cheras,520000.0,1004.0,3,2,1,Condominium,Intermediate,Fully Furnished
Cheras,588000.0,990.0,3,2,2,Condominium,Intermediate,Unfurnished
Dutamas,1100000.0,1799.0,4,3,3,Condominium,Standard,Partly Furnished
Bukit Jalil,1080000.0,1254.0,4,3,2,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),660000.0,814.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Batu Caves,1800.0,1196.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Wangsa Maju,620000.0,1348.0,4,2,2,Condominium,Intermediate,Partly Furnished
Ampang,380000.0,430.0,2,1,1,Serviced Residence,Intermediate,Unfurnished
Desa ParkCity,1720000.0,1850.0,3,3,2,Condominium,Standard,Fully Furnished
Sungai Besi,530000.0,1099.0,3,2,1,Condominium,Intermediate,Partly Furnished
KLCC,2950000.0,1196.0,2,2,2,Serviced Residence,Standard,Partly Furnished
Kuchai Lama,490000.0,1120.0,3,2,1,Condominium,Intermediate,Partly Furnished
Mont Kiara,1288000.0,1973.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,750000.0,1055.0,2,2,1,Condominium,Standard,Fully Furnished
Mont Kiara,890000.0,1428.0,3,2,1,Condominium,Corner,Fully Furnished
Cheras,390000.0,910.0,3,2,0,Condominium,Intermediate,Partly Furnished
Kuchai Lama,1000000.0,1948.0,4,3,2,Condominium,Standard,Partly Furnished
Kuchai Lama,820000.0,1690.0,4,3,4,Condominium,Standard,Partly Furnished
Kuchai Lama,780000.0,1690.0,4,3,3,Condominium,Standard,Partly Furnished
Kuchai Lama,780000.0,1421.0,4,3,2,Condominium,Standard,Partly Furnished
Kuchai Lama,840000.0,1496.0,4,3,2,Condominium,Standard,Partly Furnished
Kuchai Lama,750000.0,1690.0,4,3,4,Condominium,Standard,Partly Furnished
Taman Melawati,510000.0,1007.0,3,2,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,1330000.0,2085.0,5,4,3,Condominium,Standard,Partly Furnished
Mont Kiara,1290000.0,2057.0,6,4,3,Condominium,Standard,Partly Furnished
Sungai Besi,365000.0,800.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,2900000.0,2479.0,5,4,1,Condominium,Corner,Fully Furnished
Mont Kiara,1500000.0,2163.0,4,4,2,Condominium,Standard,Fully Furnished
Mont Kiara,900000.0,861.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,1150000.0,923.0,2,2,1,Serviced Residence,Corner,Fully Furnished
Batu Caves,460000.0,1092.0,3,2,1,Condominium,Standard,Partly Furnished
Bandar Tasik Selatan,600000.0,839.0,3,2,1,Condominium,Standard,Unfurnished
Sentul,950000.0,1186.0,3,3,3,Condominium,Standard,Partly Furnished
Salak Selatan,500000.0,731.0,2,2,2,Serviced Residence,Standard,Partly Furnished
KLCC,1735200.0,2410.0,4,5,0,Condominium,Standard,Fully Furnished
Cheras,429000.0,850.0,3,2,1,Condominium,Corner,Partly Furnished
Cheras,530000.0,1066.0,4,2,2,Condominium,Corner,Partly Furnished
Setapak,680000.0,1206.0,3,2,2,Condominium,Standard,Partly Furnished
Setapak,690000.0,1389.0,4,3,2,Condominium,Standard,Fully Furnished
Setapak,580000.0,1098.0,3,2,2,Condominium,Standard,Partly Furnished
Setapak,665000.0,1530.0,4,4,2,Condominium,Standard,Partly Furnished
Jalan Kuching,320000.0,1024.0,3,2,0,Condominium,Standard,Unfurnished
Bukit Tunku (Kenny Hills),1600000.0,2100.0,4,2,1,Condominium,Standard,Fully Furnished
Jalan Ipoh,425000.0,698.0,2,1,1,Condominium,Standard,Fully Furnished
Jalan Ipoh,570000.0,911.0,3,2,2,Condominium,Standard,Partly Furnished
Jalan Ipoh,800000.0,1400.0,4,2,2,Condominium,Standard,Fully Furnished
Jalan Ipoh,450000.0,711.0,2,1,2,Condominium,Standard,Fully Furnished
Kepong,700000.0,1259.0,3,2,3,Serviced Residence,Standard,Partly Furnished
Kepong,665000.0,1239.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Bandar Menjalara,380000.0,808.0,3,2,1,Serviced Residence,Intermediate,Fully Furnished
KL City,1866000.0,1245.0,2,2,2,Serviced Residence,Duplex,Partly Furnished
Ampang,1300000.0,1735.0,4,3,2,Condominium,Standard,Fully Furnished
City Centre,1250000.0,1411.0,2,2,0,Condominium,Corner,Fully Furnished
Mont Kiara,2200000.0,2000.0,4,0,3,Serviced Residence,Corner,Partly Furnished
KLCC,1063800.0,1182.0,3,2,1,Condominium,Standard,Partly Furnished
KLCC,944418.0,1182.0,3,2,1,Condominium,Standard,Fully Furnished
Setapak,448000.0,1275.0,3,2,1,Condominium,Standard,Fully Furnished
KL City,1500000.0,891.0,2,2,2,Serviced Residence,Corner,Fully Furnished
KL City,2300000.0,1391.0,3,2,2,Serviced Residence,Duplex,Fully Furnished
Ampang,1550000.0,2109.0,4,4,2,Condominium,Corner,Fully Furnished
KLCC,667165.0,835.0,2,2,1,Condominium,Standard,Fully Furnished
Keramat,1250000.0,1700.0,4,4,1,Condominium,Standard,Fully Furnished
KL City,1400000.0,868.0,2,2,3,Serviced Residence,Standard,Fully Furnished
Cheras,360000.0,1100.0,3,2,1,Condominium,Standard,Unfurnished
Ampang,850000.0,1300.0,4,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,750000.0,1250.0,4,3,2,Condominium,Intermediate,Fully Furnished
Mont Kiara,1830000.0,2025.0,4,5,0,Condominium,Corner,Fully Furnished
Mont Kiara,760000.0,1248.0,3,2,1,Serviced Residence,Intermediate,Fully Furnished
Ampang,1690000.0,1933.0,4,3,2,Condominium,Standard,Fully Furnished
City Centre,830000.0,1049.0,2,2,0,Serviced Residence,Standard,Fully Furnished
Sentul,970000.0,1488.0,4,3,2,Condominium,Standard,Partly Furnished
Sentul,800000.0,1237.0,3,3,3,Condominium,Standard,Unfurnished
Sentul,1580000.0,2049.0,4,3,0,Condominium,Duplex,Fully Furnished
Sentul,650000.0,1355.0,3,3,2,Condominium,Corner,Fully Furnished
Sentul,920000.0,1488.0,4,3,2,Condominium,Corner,Partly Furnished
Sentul,850000.0,1381.0,4,3,0,Condominium,Corner,Partly Furnished
Sentul,1070000.0,1567.0,4,3,0,Condominium,Standard,Partly Furnished
Sentul,690000.0,999.0,3,2,2,Condominium,Standard,Partly Furnished
Sentul,540000.0,948.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
Sentul,500000.0,1050.0,3,2,1,Condominium,Standard,Partly Furnished
Setapak,490000.0,1095.0,3,2,2,Serviced Residence,Corner,Unfurnished
Setapak,550000.0,1260.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Setapak,385000.0,945.0,2,2,2,Serviced Residence,Corner,Unfurnished
Setapak,420000.0,1009.0,3,2,2,Serviced Residence,Corner,Unfurnished
Sentul,500000.0,948.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
City Centre,1200000.0,615.0,0,1,0,Serviced Residence,Standard,Fully Furnished
KLCC,1400000.0,880.0,2,1,0,Serviced Residence,Standard,Fully Furnished
KLCC,1500000.0,1103.0,2,1,0,Serviced Residence,Standard,Fully Furnished
City Centre,850000.0,975.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,2400000.0,2208.0,6,5,2,Serviced Residence,Standard,Partly Furnished
Brickfields,1330000.0,838.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Pantai,650000.0,752.0,0,2,1,Serviced Residence,Standard,Fully Furnished
KLCC,1145200.0,818.0,3,2,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,1350000.0,1878.0,4,4,3,Condominium,Standard,Unfurnished
Bukit Jalil,577000.0,1404.0,3,2,2,Condominium,Intermediate,Fully Furnished
City Centre,830000.0,1049.0,2,0,0,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,900000.0,1218.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Sri Hartamas,310000.0,420.0,0,1,0,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,720000.0,969.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,640000.0,791.0,2,2,2,Serviced Residence,Standard,Partly Furnished
Desa ParkCity,1120000.0,1378.0,3,3,2,Condominium,Corner,Partly Furnished
Cheras,380000.0,950.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Wangsa Maju,429000.0,770.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
Mont Kiara,938000.0,1787.0,5,4,2,Condominium,Standard,Fully Furnished
KLCC,2210000.0,1464.0,2,2,2,Condominium,Intermediate,Fully Furnished
Pantai,650000.0,1182.0,2,2,1,Condominium,Standard,Partly Furnished
Cheras,499000.0,719.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Pantai,630000.0,1331.0,3,2,0,Condominium,Standard,Fully Furnished
Taman Desa,560000.0,1216.0,3,2,0,Condominium,Intermediate,Fully Furnished
Bangsar,2140000.0,100.0,0,0,0,Condominium,Intermediate,Fully Furnished
Pantai,610000.0,1324.0,3,2,0,Condominium,Standard,Fully Furnished
Bukit Jalil,950000.0,1415.0,4,2,2,Condominium,Standard,Partly Furnished
Bukit Bintang,1030000.0,1033.0,2,2,0,Serviced Residence,Intermediate,Partly Furnished
Bukit Bintang,1030000.0,1033.0,2,2,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,2600000.0,1087.0,2,1,2,Serviced Residence,Standard,Partly Furnished
Sungai Besi,719000.0,1135.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Wangsa Maju,530000.0,880.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Sungai Besi,650000.0,1260.0,3,2,2,Condominium,Intermediate,Unfurnished
Chan Sow Lin,779000.0,1250.0,3,4,1,Serviced Residence,Intermediate,Unfurnished
Chan Sow Lin,570000.0,888.0,2,2,1,Serviced Residence,Intermediate,Unfurnished
Jalan Klang Lama (Old Klang Road),810000.0,1578.0,3,2,2,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),820000.0,1578.0,3,2,2,Condominium,Standard,Partly Furnished
Bangsar South,600000.0,638.0,1,1,0,Serviced Residence,Intermediate,Partly Furnished
KL City,880000.0,646.0,1,1,1,Serviced Residence,Standard,Fully Furnished
City Centre,1700000.0,1131.0,1,1,1,Serviced Residence,Standard,Fully Furnished
KL City,430000.0,475.0,0,1,0,Serviced Residence,Intermediate,Fully Furnished
Cheras,550000.0,1000.0,3,2,2,Condominium,Intermediate,Partly Furnished
Cheras,650000.0,987.0,3,2,2,Condominium,Intermediate,Partly Furnished
Cheras,630000.0,1093.0,3,2,2,Condominium,Intermediate,Partly Furnished
Cheras,635000.0,1093.0,3,2,2,Condominium,Intermediate,Partly Furnished
Cheras,600000.0,962.0,2,2,1,Condominium,Intermediate,Unfurnished
Cheras,620000.0,987.0,3,2,2,Condominium,Intermediate,Unfurnished
Cheras,725000.0,1117.0,3,3,2,Condominium,Intermediate,Partly Furnished
Bandar Menjalara,445000.0,1076.0,3,2,0,Condominium,Intermediate,Fully Furnished
Mont Kiara,8000.0,1830.0,5,4,2,Condominium,Standard,Fully Furnished
KLCC,1450000.0,1984.0,3,2,1,Serviced Residence,Standard,Partly Furnished
Setapak,470000.0,1300.0,4,2,1,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),390000.0,775.0,1,2,1,Serviced Residence,Intermediate,Fully Furnished
Jalan Kuching,950000.0,1800.0,3,2,1,Condominium,Corner,Partly Furnished
Wangsa Maju,883000.0,1033.0,2,2,2,Condominium,Corner,Partly Furnished
KL Eco City,1300000.0,915.0,2,2,2,Condominium,Corner,Partly Furnished
KL Eco City,1000000.0,797.0,1,1,1,Condominium,Corner,Partly Furnished
KL Eco City,930000.0,710.0,1,1,1,Condominium,Intermediate,Partly Furnished
KL Eco City,2518500.0,1679.0,3,2,2,Condominium,Intermediate,Partly Furnished
KL Eco City,850000.0,657.0,1,1,1,Condominium,Intermediate,Partly Furnished
KL Eco City,888000.0,710.0,1,1,1,Condominium,Corner,Partly Furnished
KL Eco City,1115800.0,797.0,2,1,1,Condominium,Standard,Partly Furnished
KL Eco City,930000.0,710.0,1,1,1,Condominium,Standard,Partly Furnished
Wangsa Maju,1530000.0,2336.0,4,5,3,Condominium,Standard,Partly Furnished
Wangsa Maju,1255000.0,1647.0,4,3,2,Condominium,Corner,Partly Furnished
Cheras,658000.0,1450.0,3,2,2,Condominium,Intermediate,Partly Furnished
Sungai Besi,858000.0,1259.0,3,2,2,Serviced Residence,Duplex,Partly Furnished
Taman Tun Dr Ismail,1100000.0,1600.0,3,2,2,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,1030000.0,1600.0,3,2,2,Condominium,Corner,Partly Furnished
Taman Desa,460000.0,938.0,3,2,1,Condominium,Standard,Partly Furnished
Bukit Bintang,2000000.0,2022.0,4,3,2,Condominium,Corner,Fully Furnished
Cheras,530000.0,779.0,3,2,0,Serviced Residence,Standard,Partly Furnished
Taman Tun Dr Ismail,1750000.0,1445.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Taman Tun Dr Ismail,1550000.0,1445.0,3,2,2,Serviced Residence,Standard,Partly Furnished
KLCC,2650000.0,1184.0,2,2,0,Serviced Residence,Intermediate,Fully Furnished
KLCC,2000000.0,2356.0,3,4,2,Condominium,Standard,Partly Furnished
KL City,450000.0,1138.0,3,2,0,Condominium,Standard,Partly Furnished
Mont Kiara,1040000.0,968.0,2,2,1,Serviced Residence,Corner,Fully Furnished
KLCC,1900000.0,1426.0,3,2,2,Serviced Residence,Duplex,Fully Furnished
Ampang,620000.0,856.0,2,2,0,Serviced Residence,Corner,Partly Furnished
Ampang,728000.0,950.0,3,2,0,Serviced Residence,Corner,Partly Furnished
Kepong,358000.0,822.0,3,2,0,Condominium,Standard,Unfurnished
Kepong,440000.0,1150.0,3,2,1,Condominium,Corner,Partly Furnished
